time,H_median,H_lower,H_upper,S_median,S_lower,S_upper
21,8.276810376725495,6.172805595002869,10.799262348713958,0.00025434717926651194,2.041455668244769e-05,0.0020853770619897226
22,9.624827939600678,7.139956428174133,12.495882356958925,6.606787471568435e-05,3.742029835659158e-06,0.0007927866388753041
23,10.726638908503114,8.072415630404969,13.872819972566896,2.1952294113059278e-05,9.443018433797363e-07,0.00031202862411490933
24,11.13290105529007,8.330644093408326,14.45269871881012,1.4623202837689953e-05,5.287771719846037e-07,0.00024101675756931475
25,13.156171309165039,9.958603469471923,16.90654411226468,1.9335143403084074e-06,4.5454949958977595e-08,4.7318772032697384e-05
26,14.046022723784791,10.528483980111359,18.07910556249344,7.941267737396665e-07,1.407162381850154e-08,2.6763167035179553e-05
27,14.454215599291992,10.926900915639953,18.51234588472815,5.279756882443619e-07,9.124106275110744e-09,1.7968309848761264e-05
29,16.335121383496126,12.257459488220551,20.98749415848236,8.0490925668063e-08,7.677982147745489e-10,4.749555666345227e-06
30,17.783762851637512,13.812921436638947,22.241711075577392,1.8906447194686487e-08,2.1905219622629783e-10,1.0025924759945366e-06
31,18.948142606652468,14.716335249241942,23.94239085058197,5.9010082744996e-09,3.9990033691103407e-11,4.0623450350765314e-07
32,20.628064429690856,16.140383321294493,25.743059738330384,1.099880356703425e-09,6.605888033407799e-12,9.779588648268085e-08
34,23.15517379907867,18.341931626048645,28.756489773924255,8.786902177879766e-11,3.2450035203151275e-13,1.0819328504365015e-08
36,25.914490881252746,20.54084549115967,32.05759838883469,5.565185039038508e-12,1.1955339588579028e-14,1.2001185526470974e-09
37,26.692137058802487,21.083262694865386,33.18717097323776,2.5571262187242024e-12,3.863623298930198e-15,6.976785182300208e-10
38,27.400236462187806,21.592313933334655,34.27047870294373,1.2595879626850915e-12,1.3077363846911764e-15,4.1935054061105086e-10
40,29.689063840155946,23.640401230264832,36.806081251688845,1.277036767550944e-13,1.0359099676165312e-16,5.408840760196118e-11
44,31.434309158315582,25.42416348842865,38.35103922506439,2.2297336605340964e-14,2.2098118050868665e-17,9.087116376015832e-12
45,32.42314800402466,26.19827455743445,39.63083703082031,8.294796503281977e-15,6.145343515436169e-18,4.190192009305961e-12
46,36.316709932754215,29.25280360820465,44.41634157465577,1.6898699193107185e-16,5.131306397912268e-20,1.9754626038399358e-13
47,37.331046897476504,30.15142522712494,45.66293354910583,6.12819150902225e-17,1.4751627324266042e-20,8.042709869046546e-14
48,38.484290249773316,31.1654040864328,46.74620580610566,1.9341275207424238e-17,4.9932207716280966e-21,2.91767543544005e-14
49,40.89123295549072,33.20179079569946,49.78338228469971,1.7424614123283745e-18,2.3952551536744205e-22,3.807548711273648e-15
53,42.13297361508118,34.230274613468175,51.389474933353576,5.033638849091507e-19,4.806562662680431e-23,1.3613839347726473e-15
55,43.51102406015625,35.164738868184514,53.118887600336606,1.2688268161584327e-19,8.526292559170412e-24,5.347465015410067e-16
57,46.354012810246886,37.090731137571105,56.828491453344725,7.391082031873197e-21,2.087852177935673e-25,7.792918551623102e-17
58,47.853278559753115,38.42569069056091,58.94621201027527,1.650384668427802e-21,2.5118019591244635e-26,2.0508531767243793e-17
60,49.43817542189636,39.27468261522964,61.15109407373657,3.382775830138371e-22,2.7696014724938284e-27,8.774493603318604e-18
61,51.255915127183535,40.74486919157837,63.439147808875425,5.493370555551648e-23,2.8101413791867577e-28,2.0171033201277602e-18
68,53.27190334123963,41.95202092215857,66.53403669119292,7.316549891874718e-24,1.2724332415553588e-29,6.032103835878312e-19
69,57.595576899521795,45.08558991892853,72.63251446691345,9.695244604336624e-26,2.858247025866862e-32,2.627707888623103e-20
83,60.331590102934264,48.518672203291324,74.48898023225341,6.285261246876876e-27,4.465261755891878e-33,8.48415106639051e-22
94,64.46898127865418,50.94760663547821,81.08762316463593,1.0034071162494922e-28,6.082648338620467e-36,7.477141027771515e-23
96,69.25305340083192,53.94014155797546,88.65410341151244,8.390368845129223e-31,3.147835945311107e-39,3.750543166455953e-24
105,75.67308956859162,57.26709626225464,99.91013360818908,1.3664532307334647e-33,4.0698676624158455e-44,1.346530201427484e-25
122,88.85214584075042,61.916510613548276,133.827128483562,2.582280145653615e-39,7.579081385685232e-59,1.288252820065765e-27
