time,H_median,H_lower,H_upper,S_median,S_lower,S_upper
22,78.63661462244019,58.33475731584228,102.09365730358155,7.055896373853595e-35,4.584457972443035e-45,4.6295288469531635e-26
23,87.63861290148193,65.95312051122804,113.34349089200391,8.690284915084856e-39,5.964133361277648e-50,2.2746977481018196e-29
24,90.95784936711549,68.06289455157129,118.08120690960206,3.1441838604574254e-40,5.2237624916118145e-52,2.7584205136429054e-30
25,107.48833949425781,81.36362209494726,138.12957512553734,2.081647976616526e-47,1.0258591474173303e-60,4.615597149867921e-36
26,114.75858922773926,86.01965068862329,147.7096178506018,1.4486982896622415e-50,7.0880707436140864e-65,4.386724605797781e-38
27,118.09360010214843,89.27479033525634,151.24927097191113,5.1594229071634834e-52,2.0571986232754415e-66,1.6921980269013263e-39
29,133.46094632607642,100.1456986113523,171.47168763826903,1.0930687063728825e-58,3.3946285233790657e-75,3.215701340954454e-44
30,145.29661357864305,112.85410883595337,181.718870547041,7.915575280278892e-64,1.2036418062252307e-79,9.72933758032108e-50
31,154.80981034889942,120.23516585557617,195.6137371256909,5.8472763679223816e-68,1.1118171832972441e-85,6.060813749174849e-53
32,168.53508064184325,131.86990053847705,210.3255331470923,6.399476817228778e-74,4.53713342459727e-92,5.365742991787546e-58
34,189.18202901706297,149.85695513311964,234.94581081727293,6.90698833640748e-83,9.21150974262505e-103,8.278493475897571e-66
36,211.72615711718993,167.8224858713086,261.9164753950232,1.1181454204825789e-92,1.7828713922429574e-114,1.3050298541505888e-73
37,218.07966942518553,172.2541341958352,271.1452911790759,1.946269394638918e-95,1.7502345267142746e-118,1.5523156420904831e-75
38,223.86497179607667,176.41317644716554,279.99611459046383,5.979681569754413e-98,2.507451139220189e-122,2.4251071606599806e-77
40,242.56511247267335,193.1464263808257,300.7124538032373,4.521787520009362e-106,2.524879601415386e-131,1.3109098402455458e-84
44,256.8240877361242,207.72009212877686,313.33504461967533,2.9021234094394443e-112,8.323752048194067e-137,6.142005599434681e-91
45,264.90308298899413,214.0447219497334,323.7912280940625,8.996069847177194e-116,2.3947288707759347e-141,1.1004197508657304e-93
46,296.71420011435794,239.00078613350829,362.88968044552735,1.3761322982508509e-129,2.50619144330352e-158,1.5968988630200315e-104
47,305.00151968959716,246.34269004928467,373.0745661703857,3.4635624825552127e-133,9.45746132002662e-163,1.0344965684396283e-107
48,314.42373000125684,254.62708383741943,381.92509976323976,2.802264215873703e-137,1.3553038514048428e-166,2.611334739129623e-111
49,334.0888946312695,271.26473781770505,406.7393902405664,8.073030559981809e-146,2.26635138589122e-177,1.5531780017445685e-118
53,344.2341442213916,279.66763978445437,419.8614625989185,3.169645423080501e-150,4.534022066607969e-183,3.482469124805132e-122
55,355.49306983125,287.30238462744876,433.99108219005615,4.086216916917301e-155,3.311828274918681e-189,1.6832930048325433e-125
57,378.72081084851806,303.03809572836184,464.2992280001953,3.3391941168646555e-165,2.2772322601985965e-202,2.4673298829090818e-132
58,390.97008779148194,313.9449608239014,481.60139447614745,1.5989993342628923e-170,6.96902306844401e-210,4.523096909873487e-137
60,403.9189866753662,320.8813810089368,499.61568649262693,3.803758632075606e-176,1.0463194149840465e-217,4.395283394747828e-140
61,418.77025441600347,332.8930757584863,518.3095063650073,1.3501726982696273e-182,7.962353736179952e-226,2.6691570892260678e-145
68,435.2412489383936,342.7557274364326,543.5953177961645,9.486964803905719e-190,8.309082913776482e-237,1.3902052799839975e-149
69,470.56645719037357,368.3575625173462,593.4210029556592,4.3210000711063765e-205,1.9078005553141045e-258,1.0576530628002839e-160
83,492.9201883145874,396.4064762492798,608.5886697300585,8.462178777162489e-215,4.935134433590533e-265,6.9639360483784e-173
94,526.7234352369287,416.25131732962643,662.5007962180445,1.7657067915682372e-229,1.903530965248305e-288,1.6762924879143088e-181
96,565.8101844399756,440.7008780824365,724.3203315859276,1.8696447443954898e-246,2.70194722e-315,4.036830169200671e-192
105,618.2630608087134,467.88270996436523,816.2841686860986,3.102875327746181e-269,0.0,6.3258790577568356e-204
122,725.9383746600073,505.8692804108276,1093.3922553867774,5.3575926e-316,0.0,2.0126254179809108e-220
