time,H_median,H_lower,H_upper,S_median,S_lower,S_upper
18,0.04465606174592399,0.03267949964999485,0.05966630327799797,0.9563263424885406,0.942078849762226,0.967848705734343
19,0.046576974412894254,0.033870735434017175,0.06263072394882202,0.9544910863512045,0.9392902670546779,0.9666964561592731
20,0.050286781177116394,0.03758686140522194,0.06568553731255246,0.9509566689191007,0.936425288809343,0.963110756933696
21,0.05242725472279644,0.03909999583819771,0.06840505607890034,0.9489233482370826,0.9338821223250251,0.9616545428862614
22,0.0609659135687685,0.04522615564833641,0.07915184442990303,0.9408553096292437,0.9238996247816825,0.955781302048849
23,0.0679450422057438,0.05113257054596901,0.08787368966075135,0.934311819883029,0.9158765540958055,0.9501526999204326
24,0.07051840175904751,0.05276825008800889,0.09154677740275384,0.9319105905738738,0.9125186299021717,0.9485998249364997
25,0.08333426924240113,0.06308012591970062,0.10709000862800502,0.9200435535518158,0.8984448015668699,0.9388682429937616
26,0.08897079643781662,0.06668988249656582,0.11451728737805843,0.914872290714164,0.8917965214612485,0.9354852667126892
27,0.09155638567886352,0.06921354864500999,0.1172615330108757,0.9125098622133416,0.889352567690359,0.9331273907100642
29,0.10347048328044034,0.07764161815889455,0.13293970166745187,0.9017026376529429,0.8755178827856083,0.9252959764048573
30,0.11264651750079917,0.08749427831052303,0.14088420526210785,0.8934664290496241,0.8685898840126381,0.9162241139857517
31,0.12002197147784043,0.0932167129100418,0.15165670912625312,0.886900949978513,0.8592832141996433,0.9109960542964015
32,0.1306629896143055,0.10223696680167961,0.1630625674403286,0.8775134557125688,0.8495380333315116,0.902815588996222
34,0.14667029201594353,0.11618208919840049,0.18215033880085946,0.8635786592616211,0.833476027209777,0.8903130921394812
36,0.16414845243567466,0.13011052443763732,0.20306033363512518,0.8486160334116781,0.8162289938776879,0.8779983852799231
37,0.169074245389595,0.13354632199857616,0.2102153108443308,0.8444462048210545,0.8104097371792778,0.8749869368952153
38,0.17355951279341697,0.13677077172394753,0.2170772356321907,0.840667119224527,0.8048678024307327,0.8721701292746659
40,0.18805748127396585,0.14974383616826822,0.23313833582033158,0.8285670787725674,0.7920439978891843,0.8609284869205018
44,0.19911227372230053,0.16104260393231393,0.24292446133481027,0.8194578845809694,0.7843307588324713,0.8512558034899513
45,0.20537581048152923,0.1659460046810646,0.251031000267334,0.8143412209317049,0.7779982530312894,0.8470919719557692
46,0.23003854331282617,0.1852941068259716,0.28134350644752504,0.7945029791363086,0.7547690229192247,0.830859886350399
47,0.2364635911275959,0.19098618654873847,0.2892397118702888,0.7894146234750489,0.7488326798041113,0.826143999972254
48,0.24376850452252577,0.1974089660399723,0.29610141196572304,0.7836690291020837,0.7437120028995935,0.8208548628953185
49,0.2590146431426239,0.2103079162226486,0.3153395988558197,0.771811721211844,0.7295410808799222,0.8103346923538047
53,0.2668801192012596,0.2168225735167265,0.32551296571658134,0.7657648664668744,0.7221568169248029,0.8050727978691469
55,0.2756090133544922,0.2227416888862324,0.3364674704455662,0.7591096744912452,0.7142891187050036,0.8003215545484003
57,0.2936171697083187,0.234941374840765,0.35996496975631714,0.7455618604803617,0.6977007662708157,0.7906171983292682
58,0.3031138699791813,0.24339732119493485,0.37337910757226944,0.7385149968950492,0.6884042041215349,0.7839599679725244
60,0.3131529777657509,0.24877503481482982,0.387345346777153,0.7311380561470425,0.6788566134966442,0.7797553714662591
61,0.32466696663479805,0.2580875407947922,0.4018384148228931,0.7227680194307504,0.6690888517965572,0.77252760146652
68,0.33743670797304154,0.26573392247899247,0.4214421655900097,0.713597138286554,0.6560999324487975,0.7666430868573644
69,0.36482386856520654,0.28558268214697835,0.4600713516189766,0.6943189314985412,0.6312386040036968,0.7515761966756958
83,0.38215441676087375,0.30732862910170555,0.4718306404190826,0.6823896726664319,0.623859160497258,0.7354088844308176
94,0.408361621128788,0.32271406846604345,0.5136279896508121,0.6647384518839724,0.5983209342462446,0.7241808909203681
96,0.43866505401483535,0.3416694852881813,0.5615558470261001,0.6448967490356747,0.5703210409185953,0.7105830240448325
105,0.4793310661833859,0.36274319530368804,0.6328541775941277,0.6191974554172148,0.5310738566934443,0.6957650863003659
122,0.5628102941392994,0.3921936743423939,0.8476923639035796,0.5696060518869426,0.42840238898138755,0.6755732600826303
